#{"t_start": 1691694854.5098696, "env_id": "None"}
r,l,t
-669.812298,195,1533.245597
-329.098818,68,1533.627774
-299.792027,59,1533.944438
-319.728243,66,1534.30463
-293.49583,57,1534.698917
-305.989675,61,1540.145476
-891.543644,256,1540.952961
-314.302564,61,1541.344996
-853.895939,240,1542.03515
-303.632304,62,1542.393671
-291.630555,61,1542.799847
-737.22998,195,1549.105507
-313.523885,65,1549.459766
-300.761104,61,1549.799138
-660.163123,198,1550.39187
-323.783454,65,1550.754318
-285.357046,57,1551.103694
-292.539613,61,1556.824234
-309.177249,64,1557.173205
-327.921251,67,1557.563537
-302.726171,61,1557.92201
-323.73391,70,1558.262355
-277.909141,56,1558.660268
-292.827356,61,1567.009653
-299.764077,63,1567.481754
-324.017525,67,1567.880805
-324.421378,67,1568.248069
-321.040932,64,1568.711402
-311.147806,64,1569.167927
-315.430405,61,1582.835475
-874.906326,234,1583.548901
-325.979691,68,1583.894015
-322.519718,64,1584.262714
-307.193512,61,1584.633765
-314.621876,63,1584.989715
-353.575062,74,1590.820805
-1064.205652,290,1591.654357
-311.653429,64,1591.981055
-862.479074,245,1592.770786
-309.801986,64,1593.096503
-300.308565,57,1593.472851
-328.192871,68,1599.158804
-313.639337,66,1599.560176
-321.607623,64,1599.899876
-317.307988,63,1600.238757
-311.774487,63,1600.639604
-293.315222,60,1601.014015
-871.226819,260,1613.981974
-912.241209,290,1614.804993
-316.864468,63,1615.131282
-324.799826,69,1615.603775
-794.34681,223,1616.231904
-295.109049,57,1616.625952
-756.740153,232,1622.686123
-335.367897,68,1623.06879
-319.545718,69,1623.424304
-316.668317,65,1623.787328
-311.488353,64,1624.134186
-282.466878,57,1624.545024
-295.601268,61,1630.607713
-369.615839,80,1630.963792
-319.814639,65,1631.293494
-302.078052,62,1631.670316
-337.335497,73,1632.017749
-284.566795,56,1632.446555
-317.148739,64,1638.117833
-301.997176,60,1638.482962
-756.898075,212,1639.115621
-904.837184,278,1639.908328
-300.046642,61,1640.222569
-333.103689,71,1640.677611
-307.702181,61,1647.657869
-295.278885,58,1647.970625
-316.436593,65,1648.316363
-311.206123,67,1648.693353
-321.148686,67,1649.030054
-290.452698,60,1649.407399
-280.944108,64,1654.742099
-578.643999,166,1655.278117
-838.040676,227,1655.982843
-301.101299,58,1656.325687
-313.012466,62,1656.704309
-318.460152,65,1657.08199
-300.360809,60,1663.474385
-301.449892,63,1663.816911
-316.292226,65,1664.150363
-306.620316,63,1664.518364
-301.401398,59,1664.897713
-718.503751,219,1666.047108
-930.29912,254,1666.803536
-322.877649,66,1667.133558
-318.175326,65,1667.538167
-986.486383,270,1668.303823
-296.201024,58,1668.727054
-304.202771,62,1679.646661
-310.300938,66,1679.983469
-343.773962,71,1680.319179
-314.529862,64,1680.685312
-314.769108,65,1681.023253
-290.795104,58,1681.430969
-300.821657,59,1687.158246
-309.786956,63,1687.505552
-315.632745,66,1687.843968
-314.647962,64,1688.171058
-311.461331,61,1688.527892
-354.296031,72,1688.918432
-850.340158,245,1695.7109
-305.970563,62,1696.031633
-705.8308,205,1696.713641
-890.586549,254,1697.402306
-317.161442,62,1697.767567
-325.494995,70,1698.148354
-301.116216,62,1704.153584
-317.926392,64,1704.502259
-299.740603,60,1704.852072
-308.213992,60,1705.189381
-339.794369,72,1705.642923
-286.129716,57,1706.005553
-302.282883,59,1711.210223
-307.953566,61,1711.546569
-299.398351,62,1711.855917
-365.401214,74,1712.182151
-314.083793,62,1712.496412
-337.284933,70,1712.859068
-292.745072,62,1718.863335
-319.221162,64,1719.193697
-316.355868,65,1719.587199
-337.114234,69,1719.926486
-875.862119,263,1720.690606
-284.48328,59,1721.056715
-315.716747,64,1726.387246
-308.659129,65,1726.74809
-309.355612,63,1727.07652
-306.417398,63,1727.421091
-914.599343,262,1728.169594
-283.170971,56,1728.571322
-807.764786,255,1734.839003
-296.715075,62,1735.157452
-310.196756,62,1735.534803
-319.707364,63,1735.868914
-323.90883,69,1736.201499
-290.714469,59,1736.621909
-326.770231,67,1742.77958
-318.365156,63,1743.100156
-877.302781,251,1743.852299
-307.101532,61,1744.19026
-304.294018,63,1744.55407
-314.241137,63,1744.946774
-307.248166,64,1751.232392
-302.164171,62,1751.589884
-761.392262,223,1752.241124
-322.371736,68,1752.618583
-297.557815,61,1752.94317
-294.067157,61,1753.303684
-328.76935,67,1759.110345
-317.766427,63,1759.481759
-303.735153,63,1759.825346
-304.007042,60,1760.155639
-322.141428,66,1760.523912
-288.502723,58,1760.888168
-330.92769,67,1767.065635
-305.638399,62,1767.397571
-333.544651,70,1767.779101
-640.085017,178,1768.320227
-309.825216,64,1768.70185
-293.096566,57,1769.046136
-297.449362,59,1774.55531
-320.134142,66,1774.893821
-324.167962,66,1775.221558
-316.174425,65,1775.615596
-303.460154,62,1775.955494
-315.441856,64,1776.41058
-312.410646,62,1787.19623
-309.326242,60,1787.604959
-739.612505,241,1788.387273
-298.044155,60,1788.806019
-317.517925,63,1789.172982
-291.388546,56,1789.623172
-308.211501,63,1798.476234
-351.372664,72,1799.105815
-317.240776,63,1799.770819
-320.272979,68,1800.302956
-298.942983,62,1800.947403
-302.350745,62,1801.696449
-329.940955,68,1809.715581
-296.573714,61,1810.044879
-297.888042,59,1810.372921
-317.143151,68,1810.757437
-326.298002,67,1811.098043
-313.671954,66,1811.515038
-325.017671,68,1817.651007
-823.044731,257,1818.374552
-313.341649,65,1818.74051
-325.358354,66,1819.074853
-306.400565,63,1819.493067
-288.08991,58,1819.9107
-735.780339,238,1826.113452
-703.42457,206,1826.790217
-848.879047,251,1827.562973
-771.951026,218,1828.240943
-313.293009,67,1828.626155
-318.606333,70,1829.01738
-317.666535,67,1835.835436
-307.756625,64,1836.176593
-317.123466,64,1836.546816
-305.699655,60,1836.889311
-325.200506,68,1837.233199
-305.51751,64,1837.643879
-324.066089,66,1843.204881
-301.774842,61,1843.566816
-310.085223,63,1843.916097
-314.983314,65,1844.24315
-309.052659,62,1844.646344
-330.150499,70,1845.024278
-320.804256,67,1851.471234
-326.118279,67,1851.851282
-810.733489,259,1852.606826
-329.166489,68,1852.979546
-300.924041,62,1853.312063
-297.544327,60,1853.719817
-3086.417791,1281,1861.721563
-316.017969,65,1862.06481
-1651.368847,543,1863.606931
-295.596036,63,1863.974572
-3172.262175,1223,1866.850684
-303.982777,64,1867.24136
-312.843297,62,1873.42206
-817.763534,277,1874.228072
-307.669394,62,1874.593462
-305.604732,62,1874.928273
-326.013299,68,1875.264971
-321.381756,67,1875.708252
-311.762153,64,1881.762639
-309.567694,62,1882.187719
-334.826862,68,1882.775218
-313.621333,64,1883.13425
-325.401048,67,1883.535043
-301.203377,62,1883.933443
-299.155095,60,1889.621623
-3173.709592,1249,1892.308439
-304.60954,61,1892.679325
-305.67776,63,1893.005409
-310.278382,61,1893.339363
-305.164725,64,1893.760533
-301.936218,62,1899.752548
-303.658731,61,1900.080943
-317.073051,61,1900.426944
-297.870275,59,1900.78812
-662.807949,274,1901.545365
-295.798207,61,1901.912815
-328.301929,65,1907.398694
-311.73479,63,1907.768717
-299.552872,61,1908.08779
-305.502998,60,1908.416138
-320.837956,68,1908.76972
-318.939743,66,1909.183139
-299.359441,60,1915.470789
-310.074479,65,1915.821583
-313.421773,67,1916.164994
-322.879841,67,1916.5575
-327.088669,69,1916.913357
-302.133507,60,1917.278409
-303.682957,61,1922.789075
-326.550337,67,1923.126245
-758.043431,224,1923.820012
-288.288331,58,1924.13426
-282.847124,58,1924.487458
-297.349922,62,1924.860117
-314.633338,64,1930.92337
-324.694606,66,1931.263275
-708.193832,214,1931.963959
-917.513906,251,1932.711509
-312.152289,63,1933.029722
-316.356351,62,1933.414002
-310.619702,62,1939.293583
-322.455201,69,1939.660245
-324.310176,66,1939.992337
-305.33568,65,1940.319381
-303.360102,61,1940.693275
-289.974554,56,1941.038669
-310.444323,61,1946.84278
-321.819516,65,1947.167774
-3340.162378,1247,1949.915082
-318.274764,64,1950.232221
-331.732365,68,1950.627292
-285.903427,56,1950.973739
-1957.654145,1284,1959.407679
-302.581856,61,1959.765899
-313.475452,64,1960.077863
-305.964551,63,1960.428951
-288.363585,60,1960.790745
-297.872171,56,1961.136659
-334.662519,68,1967.123321
-322.378038,66,1967.444412
-328.203164,69,1967.857601
-289.993524,60,1968.173995
-311.613315,63,1968.525454
-327.248396,67,1968.916399
-308.587765,65,1975.18086
-3330.099361,1282,1977.928583
-3229.507016,1272,1980.609153
-315.438849,61,1980.969759
-309.824083,65,1981.299324
-293.648728,57,1981.713924
-314.705063,64,1986.877397
-330.255668,70,1987.314333
-284.062911,59,1987.812929
-3111.653228,1271,1992.99591
-2097.095635,1299,1996.954811
-316.981172,67,1997.323555
-319.884629,65,2004.20167
-315.498766,64,2004.565962
-3511.649731,1314,2007.313041
-312.264655,62,2007.708222
-309.031149,63,2008.037827
-302.29766,63,2008.730893
-338.106948,70,2009.070408
-292.424354,59,2009.396559
-325.304343,65,2009.765187
-357.08467,74,2010.101212
-300.974267,56,2010.483379
-305.629478,62,2020.891241
-307.978908,61,2021.2182
-303.047204,60,2021.558065
-341.623196,73,2021.925591
-306.563198,64,2022.241229
-326.77262,69,2022.647449
-307.706255,65,2029.328043
-313.585126,66,2029.717626
-315.028557,61,2030.036047
-2846.273506,1270,2032.805757
-314.597296,66,2033.141856
-314.478401,67,2033.559848
-306.987253,63,2039.464845
-298.39189,62,2039.878021
-304.29724,62,2040.20078
-313.751414,60,2040.566835
-307.518494,63,2040.908697
-283.347939,58,2041.281625
-298.773982,61,2046.860502
-2901.454209,1284,2049.680386
-297.90542,60,2050.010302
-2786.552134,1308,2052.88114
-329.295705,68,2053.227217
-318.267265,66,2053.644262
-319.968368,65,2059.922774
-315.310714,66,2060.255313
-309.53331,62,2060.62543
-310.249346,62,2060.957384
-298.699475,62,2061.287867
-287.401332,58,2061.704022
-324.073003,66,2067.410121
-314.039756,60,2067.8097
-288.99727,58,2068.144889
-2590.815709,1313,2071.057303
-308.847779,64,2071.415462
-299.357687,56,2071.800662
-2985.560462,1278,2079.914689
-2902.776188,1300,2082.739643
-622.402606,1149,2085.203402
-323.053602,69,2085.596247
-319.089766,67,2085.943234
-277.740356,55,2086.302186
-2765.72641,1333,2094.793567
-3602.470812,1306,2097.61233
-3392.052782,1295,2100.395887
-3404.083025,1263,2103.139195
-307.41572,62,2103.463766
-292.030422,58,2103.854785
-335.075693,68,2109.968305
-336.594276,71,2110.313323
-331.755174,68,2110.698109
-303.71477,62,2111.017253
-290.781605,60,2111.34362
-307.267685,62,2111.743913
-2142.433165,1334,2120.409837
-314.625001,63,2120.793534
-3181.856332,1154,2123.482069
-2882.491782,1310,2126.41035
-326.604084,67,2126.79442
-292.973847,60,2127.150647
-315.664233,62,2133.156985
-302.709634,62,2133.510089
-316.986776,61,2133.847858
-309.828713,63,2134.171373
-295.384541,59,2134.50717
-343.234125,72,2134.91309
-304.002347,61,2141.370495
-3134.305153,1330,2144.296385
-342.751536,73,2144.66941
-314.723309,66,2145.004962
-300.134432,65,2145.330914
-300.397626,61,2145.774438
-334.112201,69,2150.938542
-306.137389,61,2151.262682
-3520.728233,1340,2154.239496
-316.928438,62,2154.547881
-3331.169183,1327,2157.188174
-282.887894,59,2157.609114
-314.632081,65,2165.768428
-312.69313,65,2166.144881
-3442.877488,1317,2170.036999
-314.720995,63,2170.416975
-312.682457,65,2170.905634
-288.296806,59,2171.347512
-298.661693,60,2188.807091
-327.951892,66,2189.248235
-2751.343403,1310,2192.529341
-308.036174,64,2192.880905
-310.365137,63,2193.21909
-289.489773,59,2193.625793
-344.718837,73,2199.462539
-2823.006673,1349,2202.305565
-308.841861,66,2202.673388
-311.99292,63,2203.028828
-295.273975,62,2203.349372
-306.264315,62,2203.748334
-308.260171,64,2210.243256
-296.44682,60,2210.606582
-300.409567,61,2210.932949
-311.43624,60,2211.255268
-311.488529,62,2211.605037
-308.673304,62,2211.967038
-328.374906,67,2217.764836
-321.165978,62,2218.09633
-318.303223,65,2218.449509
-320.779452,67,2218.817511
-328.611708,67,2219.181101
-295.062868,57,2219.544552
-306.880442,64,2224.928655
-312.696588,63,2225.249945
-2412.621534,1338,2228.078791
-318.772817,62,2228.389222
-306.233201,64,2228.75978
-312.941743,66,2229.133344
-317.331858,63,2235.267412
-354.42753,74,2235.655849
-2788.225803,1339,2238.503015
-2154.227635,1018,2240.717396
-305.195938,62,2241.037091
-317.482551,65,2241.417901
-323.190626,66,2247.383439
-298.579748,59,2247.763829
-320.150561,64,2248.090264
-323.206621,67,2248.436068
-303.899877,64,2248.79355
-256.505157,59,2249.154153
-319.446423,66,2254.808941
-2097.870231,1338,2257.646663
-2966.365197,1305,2260.680069
-2430.930733,1356,2263.602108
-326.783755,67,2263.942297
-302.378082,63,2264.62859
-3047.407309,1275,2267.540201
-2907.441152,1286,2270.284887
-325.56992,66,2270.685713
-300.639858,62,2271.005999
-326.328031,66,2271.373822
-2586.775772,1285,2285.684347
-309.611858,65,2286.017628
-3288.479422,1354,2289.035067
-334.33308,68,2289.378638
-308.61472,62,2289.766079
-314.274297,66,2290.153317
-2840.951938,1333,2298.712642
-319.386258,63,2299.047618
-316.232801,66,2299.459486
-303.355548,62,2299.828738
-331.891261,70,2300.169222
-282.46416,57,2300.606733
-312.122368,62,2306.257483
-304.791077,61,2306.631116
-323.066865,69,2306.975726
-317.761671,62,2307.307959
-2134.239775,1222,2310.040704
-327.533543,71,2310.431305
-287.564985,57,2317.122681
-2651.717063,1129,2319.604495
-316.577035,63,2319.962745
-315.973954,65,2320.303319
-313.791527,63,2320.660164
-319.319746,63,2321.324158
-305.58306,59,2321.68566
-312.231005,62,2322.013585
-322.062593,67,2322.366521
-307.257422,65,2322.735238
-301.948504,60,2323.354876
-311.852064,62,2323.717322
-313.05881,62,2324.034699
-305.811769,68,2324.377088
-299.983953,62,2324.742084
-2970.378614,1321,2327.92111
-2426.226527,1349,2330.895329
-339.502619,74,2331.399692
-2088.690493,1321,2339.380954
-300.691115,62,2340.092914
-312.743786,62,2340.719833
-291.678932,59,2386.244839
-302.019269,60,2386.686762
-322.835846,64,2387.331851
-317.913937,66,2387.938211
-329.261709,64,2388.395682
-325.797487,66,2388.831067
-302.322027,62,2397.694756
-344.782819,72,2398.136541
-313.713889,67,2398.529442
-308.483022,61,2398.920174
-2833.071121,1351,2402.691885
-296.006845,56,2403.223333
-294.858792,58,2410.871044
-317.723934,65,2411.319162
-328.911914,66,2411.726195
-296.574666,59,2412.140066
-313.382489,64,2412.528966
-282.371622,58,2412.943893
-304.702645,60,2421.393518
-313.708382,64,2421.790948
-296.100402,60,2422.302701
-306.386506,60,2422.668117
-303.153538,61,2423.116424
-291.434204,57,2423.533507
-300.792473,60,2431.996845
-300.708894,61,2432.446753
-316.301115,64,2432.827682
-315.058456,64,2433.274658
-329.728804,66,2433.677454
-335.823035,69,2434.168681
-2399.488591,1350,2446.786304
-300.893356,60,2447.238344
-298.05225,59,2447.619252
-307.09798,66,2448.012032
-311.658455,62,2448.427245
-305.932544,64,2448.860761
-300.820361,60,2456.336917
-2862.039741,1368,2460.267404
-3922.696905,1376,2464.238508
-300.611869,63,2464.677526
-3028.612413,1386,2468.693481
-347.677148,73,2469.226377
-335.219049,67,2477.746026
-335.777835,72,2478.255116
-313.554917,64,2478.754914
-322.822286,67,2479.192483
-339.909646,72,2479.609163
-300.925869,65,2480.100339
-2404.971602,1290,2491.209485
-331.298152,68,2491.65272
-310.574843,63,2492.069964
-309.421152,63,2492.476283
-2078.531948,1217,2496.361277
-303.284358,65,2496.796939
-295.732874,61,2505.106245
-2985.90881,1343,2508.923901
-315.757871,66,2509.530172
-333.442068,71,2509.92834
-2429.231138,1359,2513.661104
-338.874813,68,2514.201023
-2905.808903,1409,2525.747471
-4073.126929,1395,2529.805926
-331.283019,66,2530.303952
-3719.564776,1378,2534.284714
-329.457022,66,2534.661803
-302.437776,62,2535.129927
-311.800093,61,2542.642987
-333.762665,67,2543.07562
-300.797612,59,2543.509131
-3765.507244,1407,2547.61444
-323.534755,65,2548.033469
-311.524804,61,2548.498721
-358.974623,73,2556.366854
-325.974627,67,2556.753361
-3306.558607,1425,2561.222083
-2249.711684,1382,2565.332053
-314.295753,62,2565.737614
-361.691895,74,2566.370367
-1263.797443,1417,2579.303618
-2261.020381,1404,2583.434037
-323.879956,64,2583.813699
-307.741996,64,2584.269498
-319.5667,65,2584.668424
-329.616054,67,2585.268282
-335.881518,70,2596.219628
-2855.609269,1306,2601.026777
-313.652853,65,2601.537259
-316.476697,65,2601.987301
-2490.822421,1391,2606.233205
-292.07991,58,2606.689267
-323.183309,65,2613.64386
-300.485193,61,2614.116123
-308.304924,65,2614.534423
-318.975686,66,2614.93881
-340.826244,68,2615.36198
-310.979652,61,2615.802329
-307.460226,64,2623.900322
-307.730627,62,2624.345769
-2511.930763,1436,2628.454506
-2742.546911,1432,2632.790456
-314.426033,61,2633.235055
-298.924187,61,2633.778261
-2298.438477,1432,2646.329722
-2586.594814,1404,2650.359574
-3006.928985,1337,2654.150686
-312.967263,64,2654.572958
-3960.3778,1401,2658.633813
-314.942879,65,2659.10808
-3451.901047,1339,2672.708245
-314.278837,61,2673.093047
-3904.943705,1431,2677.1243
-333.06837,71,2677.570981
-3544.005905,1402,2681.710549
-331.99819,69,2682.176685
-343.250097,71,2690.355728
-314.190546,63,2690.757025
-335.139447,70,2691.334426
-351.779249,72,2691.769313
-342.343309,72,2692.23832
-304.484007,65,2692.779038
-318.752674,63,2700.495186
-323.763877,63,2700.886119
-2717.00185,1381,2704.735895
-319.902094,64,2705.157252
-3722.145139,1383,2709.080113
-311.546131,62,2709.819144
-3785.417687,1407,2715.400992
-307.026969,63,2715.796184
-3117.641488,1396,2719.773525
-304.642733,62,2720.180733
-310.533657,60,2720.944667
-314.103631,63,2721.483205
-313.350431,64,2721.937943
-316.223832,64,2722.384107
-327.481462,69,2722.775762
-367.232974,74,2723.295722
-2209.40323,1411,2749.958173
-303.033363,62,2750.385669
-314.587762,64,2750.79772
-2827.309579,1360,2754.714557
-320.871511,63,2755.114507
-285.526807,56,2755.548578
-312.488851,63,2776.37569
-2706.130033,1406,2793.958945
-315.735511,64,2794.996358
-322.343017,64,2796.283505
-330.890584,69,2797.47893
-288.539528,57,2798.633713
-315.937698,62,2812.644494
-2707.011159,1405,2816.559257
-330.411679,68,2816.980541
-3415.636908,1418,2822.813834
-3182.159673,1331,2835.403576
-314.43413,64,2836.40943
-3352.242575,1426,2841.76653
-327.143706,66,2842.401478
-307.189862,62,2842.899401
-3825.785381,1420,2848.348323
-337.970983,70,2849.3721
-2719.298221,1374,2853.170802
-3827.028551,1390,2857.013716
-319.883341,63,2857.472326
-339.78495,68,2857.859831
-331.1372,69,2858.633085
-311.024907,63,2859.072001
-2749.140213,1428,2865.030252
-2489.593988,1422,2869.503927
-319.540377,66,2869.856464
-311.279662,62,2870.560463
-4281.963349,1378,2873.864627
-328.591178,69,2874.261625
-2930.996558,1411,2877.960436
-1904.524319,1429,2895.406487
-325.625804,67,2895.947651
-312.750759,62,2937.023154
-3606.345548,1434,2940.696892
-2180.65406,1354,2955.416221
-314.914756,63,2955.771272
-324.532168,68,2956.148001
-334.139225,72,2956.614002
-3367.364157,1400,2967.744622
-302.020057,60,2968.08783
-313.63491,60,2968.512792
-3276.731825,1403,2971.902761
-315.129491,64,2972.27015
-306.150041,66,2972.700739
-342.122485,70,2979.501416
-315.804591,66,2979.897453
-3026.479697,1339,2983.130594
-333.375219,67,2983.552349
-325.5789,67,2983.910343
-299.482129,61,2984.339173
-326.228185,67,2991.72548
-316.263399,63,2992.119086
-324.055948,66,2992.531886
-335.685752,70,2992.903969
-298.403373,62,2993.266139
-321.620356,64,2993.677952
-2888.778286,1436,3019.60237
-313.192639,61,3020.017446
-329.23899,64,3020.490868
-330.935979,67,3020.931677
-2333.401269,1459,3025.276567
-337.394243,71,3025.807141
-331.901138,67,3034.57415
-314.944574,64,3035.03607
-331.697406,66,3035.534213
-299.552731,61,3035.948546
-3367.79683,1370,3041.455391
-317.907342,64,3042.040769
-311.654426,63,3052.01077
-2824.062771,1433,3055.529159
-322.974967,65,3055.894184
-321.214788,65,3056.227931
-347.6352,72,3056.625438
-304.943255,61,3056.992751
-312.168586,64,3075.764769
-329.705088,67,3076.111344
-320.737434,66,3076.533764
-326.929152,69,3076.888155
-309.733608,62,3077.240707
-320.970411,67,3077.69403
-2315.826431,1464,3087.866253
-2800.169596,1435,3091.360259
-3601.143275,1417,3096.390962
-4410.958733,1454,3100.044231
-317.208983,62,3100.419144
-306.96572,58,3100.83121
-307.435987,60,3107.450933
-307.601536,63,3107.832834
-319.055336,64,3108.194435
-344.725811,73,3108.591489
-307.820534,63,3108.939438
-288.277917,58,3109.329196
-317.931447,62,3115.478185
-309.820944,61,3115.796759
-2519.92522,1378,3118.988873
-345.00761,71,3119.353421
-331.719447,69,3135.425082
-304.220219,57,3135.921368
-344.199409,73,3143.640527
-1814.218465,1366,3147.180594
-339.48676,68,3147.595251
-325.036344,68,3147.966837
-320.666623,67,3148.33879
-328.405317,69,3149.037782
-2816.293989,1433,3153.107752
-320.330176,63,3153.519555
-322.034924,65,3153.876545
-298.121013,64,3154.23039
-332.949448,70,3154.972928
-306.55683,64,3155.328492
-311.387223,67,3155.700361
-309.80868,60,3156.032854
-309.341499,62,3156.41155
-332.239421,68,3156.858479
-308.511596,61,3177.054219
-3277.310075,1407,3195.412347
-311.861386,64,3195.827558
-329.438315,68,3196.251276
-316.277425,64,3196.715863
-317.438309,66,3197.331117
-372.577592,76,3204.354685
-336.542227,68,3204.763683
-301.402535,62,3205.116045
-308.369985,61,3205.532681
-325.975028,66,3205.903137
-302.904513,61,3206.316355
-3245.170527,1421,3216.269747
-308.406905,61,3216.703552
-320.007316,64,3217.078144
-320.135841,62,3217.496937
-3263.418233,1446,3221.147372
-324.311732,67,3221.65357
-312.118519,69,3230.292475
-3029.191467,1458,3234.705617
-3467.914946,1420,3238.259008
-303.291755,61,3238.686744
-2816.107797,1471,3255.428922
-345.585526,71,3256.023223
-341.882774,69,3263.161446
-313.149355,63,3263.565494
-310.176944,61,3263.914093
-325.229815,64,3264.258911
-321.130287,67,3264.658468
-306.190069,60,3265.085092
-312.048126,62,3272.387664
-312.745567,63,3272.76421
-324.495631,64,3273.109626
-315.123043,64,3273.53531
-3959.604301,1443,3277.913214
-312.726277,65,3278.360966
-315.60783,64,3285.624858
-4194.980056,1399,3289.072993
-334.603513,69,3289.474716
-311.959241,63,3289.925572
-345.276599,71,3290.463147
-335.613151,68,3291.13362
-3761.460833,1406,3295.501364
-3185.185882,1445,3315.420316
-318.285011,64,3316.049065
-3202.471558,1436,3320.971655
-352.555051,70,3321.503412
-3986.805204,1451,3341.024014
-2811.762739,1439,3345.217092
-3968.679234,1402,3349.018651
-3341.115316,1435,3352.914468
-313.703594,66,3353.308733
-318.614512,64,3353.763179
-315.636904,63,3375.886792
-330.415786,69,3376.487217
-2799.673155,1456,3381.214636
-3354.135224,1461,3385.232419
-314.090326,62,3385.890116
-297.705623,57,3386.546647
-317.182174,66,3398.91359
-341.695795,68,3399.275315
-2826.187584,1438,3403.258832
-317.989352,64,3403.652048
-311.959118,63,3404.028198
-338.646532,68,3404.49702
-309.207293,63,3412.352515
-2572.498054,1443,3416.105799
-312.855465,60,3416.495445
-299.543738,62,3416.856571
-319.827816,63,3417.234563
-320.197745,65,3418.011851
-2870.325302,1466,3435.413345
-2664.291668,1473,3438.969054
-2332.121387,1406,3442.850837
-329.952228,67,3443.264648
-317.699621,60,3444.244507
-322.939288,69,3444.737706
-297.43341,60,3445.1199
-4311.727821,1463,3449.114573
-317.700605,63,3449.484191
-314.703524,64,3449.942715
-344.867917,72,3468.97977
-312.465184,62,3469.302796
-330.213705,69,3469.726146
-308.183791,61,3470.063215
-311.001155,61,3470.395546
-292.278552,58,3470.826749
-1913.144832,1418,3480.058523
-330.307985,67,3495.401452
-3011.149415,1469,3500.921026
-3479.677867,1410,3505.220449
-2720.165853,1351,3508.868206
-283.447029,57,3509.233444
-3387.136986,1465,3520.843151
-3423.671567,1474,3525.341413
-302.391683,63,3525.822434
-324.448112,68,3526.247427
-3245.552523,1477,3530.374756
-304.166645,60,3530.793449
-3043.547999,1468,3541.541762
-309.082482,62,3541.953378
-321.4041,64,3542.298966
-317.304011,62,3555.404105
-311.922657,60,3555.787855
-278.310317,58,3556.236755
-322.108667,67,3563.593329
-324.033492,66,3564.004672
-328.272146,65,3564.348385
-2029.319097,1470,3572.913515
-3062.852408,1463,3577.213665
-337.525188,68,3577.584206
-318.845925,67,3583.944792
-3614.845613,1484,3587.184973
-336.996496,69,3587.509229
-326.278045,65,3587.886982
-310.183325,61,3588.263034
-319.256738,64,3588.698128
-2292.670241,1464,3597.50634
-324.735107,66,3597.863179
-2700.171539,1329,3600.58076
-315.047608,62,3615.411443
-313.834066,60,3615.892296
-306.260868,61,3616.259271
-3820.941442,1485,3624.779804
-4559.169681,1490,3627.744582
-307.313757,62,3628.340644
-333.075781,69,3628.711421
-4195.664483,1472,3632.340465
-336.103592,68,3632.703974
-328.823722,66,3639.496098
-337.75759,70,3639.877768
-320.469032,65,3640.195564
-327.758973,65,3640.503891
-3328.82545,1417,3643.490647
-347.580783,67,3643.90284
-2621.103184,1454,3651.922549
-2639.85954,1482,3654.859647
-2884.508555,1485,3657.751601
-2638.777924,1513,3675.401007
-315.738437,61,3675.736364
-297.179419,59,3676.092887
-4044.611696,1486,3684.255812
-326.274703,64,3684.562489
-325.246996,67,3684.925612
-3735.474584,1473,3688.053965
-3240.845429,1461,3692.046512
-305.947323,65,3692.431089
-329.941149,64,3705.267555
-3739.949057,1498,3708.575278
-351.530617,73,3708.973464
-2893.486711,1500,3712.157491
-3414.261901,1457,3715.363847
-369.836736,78,3715.88405
-1965.498759,1512,3725.469594
-2624.762489,1535,3728.808782
-4667.307803,1495,3732.013011
-2623.659997,1506,3735.221859
-320.889768,62,3735.55058
-337.498567,69,3735.961403
